date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:32:27	126651/126651	---M--	200	added ('OK')	image/jpeg	etag:%22a690e43bef20261ef5d231b191b2307e-ssl%22	https://wagtrung.com/img/work/brand%20(9).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(9).jpg	(from https://wagtrung.com/works.html)
21:32:28	212181/212181	---M--	200	added ('OK')	image/jpeg	etag:%22eb4c0d6e7952a9982a7f89f72002851f-ssl%22	https://wagtrung.com/img/work/brand%20(10).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(10).jpg	(from https://wagtrung.com/works.html)
21:32:29	80843/80843	---M--	200	added ('OK')	image/jpeg	etag:%2278ccf0f24716c9815bc7db50c90f1111-ssl%22	https://wagtrung.com/img/work/brand%20(11).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(11).jpg	(from https://wagtrung.com/works.html)
21:32:30	62597/62597	---M--	200	added ('OK')	image/jpeg	etag:%2256661a6932ade336385210a10e2b8213-ssl%22	https://wagtrung.com/img/work/brand%20(12).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(12).jpg	(from https://wagtrung.com/works.html)
21:32:32	136620/136620	---M--	200	added ('OK')	image/jpeg	etag:%229fa8cb60deb8caf796358417ab31b14e-ssl%22	https://wagtrung.com/img/work/brand%20(14).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(14).jpg	(from https://wagtrung.com/works.html)
21:32:33	889455/889455	---M--	200	added ('OK')	image/jpeg	etag:%2298d2f23db65e7159b5796d9d21973994-ssl%22	https://wagtrung.com/img/work/brand%20(13).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(13).jpg	(from https://wagtrung.com/works.html)
21:32:33	85809/85809	---M--	200	added ('OK')	image/jpeg	etag:%224ce3f0a6d50f6bdab6ae4191016a83c7-ssl%22	https://wagtrung.com/img/work/brand%20(15).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(15).jpg	(from https://wagtrung.com/works.html)
21:32:34	113733/113733	---M--	200	added ('OK')	image/jpeg	etag:%225e08f5324b12b50bc9704eac2c8cdafa-ssl%22	https://wagtrung.com/img/work/brand%20(16).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(16).jpg	(from https://wagtrung.com/works.html)
21:32:35	115713/115713	---M--	200	added ('OK')	image/jpeg	etag:%22f0e14bc649c39589e7f79e4663897b0a-ssl%22	https://wagtrung.com/img/work/brand%20(17).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(17).jpg	(from https://wagtrung.com/works.html)
21:32:36	80890/80890	---M--	200	added ('OK')	image/jpeg	etag:%22281a5bcacc4c0da8117b80c3c80c4f2d-ssl%22	https://wagtrung.com/img/work/brand%20(18).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(18).jpg	(from https://wagtrung.com/works.html)
21:32:37	92032/92032	---M--	200	added ('OK')	image/jpeg	etag:%22a3d1bc7bb7a76307ef27249662cb1e72-ssl%22	https://wagtrung.com/img/work/brand%20(19).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(19).jpg	(from https://wagtrung.com/works.html)
21:32:38	67481/67481	---M--	200	added ('OK')	image/jpeg	etag:%228ff5a7a23a841042e642a367f5720ed8-ssl%22	https://wagtrung.com/img/work/brand%20(20).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(20).jpg	(from https://wagtrung.com/works.html)
21:32:39	161852/161852	---M--	200	added ('OK')	image/jpeg	etag:%22693f29023136aa776115b543a07c9d5c-ssl%22	https://wagtrung.com/img/work/brand%20(21).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(21).jpg	(from https://wagtrung.com/works.html)
21:32:40	95247/95247	---M--	200	added ('OK')	image/jpeg	etag:%227185d10de40581db569602e4ad6386e8-ssl%22	https://wagtrung.com/img/work/brand%20(22).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(22).jpg	(from https://wagtrung.com/works.html)
21:32:43	632421/632421	---M--	200	added ('OK')	image/jpeg	etag:%2227281a9e656ed85b71c827350a0f96f2-ssl%22	https://wagtrung.com/img/work/brand%20(24).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(24).jpg	(from https://wagtrung.com/works.html)
21:32:44	79637/79637	---M--	200	added ('OK')	image/jpeg	etag:%22891b0b626590eccd64dfe76a5f2fa50b-ssl%22	https://wagtrung.com/img/work/brand%20(26).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(26).jpg	(from https://wagtrung.com/works.html)
21:32:44	725174/725174	---M--	200	added ('OK')	image/jpeg	etag:%22717dc636b1b5e62e978da96a6bf2baa8-ssl%22	https://wagtrung.com/img/work/brand%20(25).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(25).jpg	(from https://wagtrung.com/works.html)
21:32:45	226810/226810	---M--	200	added ('OK')	image/jpeg	etag:%22a39ecfb7094d917d47ce459562c1d92d-ssl%22	https://wagtrung.com/img/work/brand%20(27).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(27).jpg	(from https://wagtrung.com/works.html)
21:32:45	1921943/1921943	---M--	200	added ('OK')	image/jpeg	etag:%2243e55357a95e4103c36ff443248e2ea5-ssl%22	https://wagtrung.com/img/work/brand%20(23).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(23).jpg	(from https://wagtrung.com/works.html)
21:32:46	145780/145780	---M--	200	added ('OK')	image/jpeg	etag:%225c0459a7f7817b87aa3c5c7b95bce5cb-ssl%22	https://wagtrung.com/img/work/brand%20(28).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(28).jpg	(from https://wagtrung.com/works.html)
21:32:47	42802/42802	---M--	200	added ('OK')	image/jpeg	etag:%22e0d9efa31c499bf4f11748f321597c4f-ssl%22	https://wagtrung.com/img/work/brand%20(29).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(29).jpg	(from https://wagtrung.com/works.html)
21:32:48	232620/232620	---M--	200	added ('OK')	image/jpeg	etag:%2279050e80756bbb85427c369d307d595b-ssl%22	https://wagtrung.com/img/work/brand%20(30).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(30).jpg	(from https://wagtrung.com/works.html)
21:32:49	90689/90689	---M--	200	added ('OK')	image/jpeg	etag:%22b1ce3a6585313316d3c577a30d047617-ssl%22	https://wagtrung.com/img/work/brand%20(31).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(31).jpg	(from https://wagtrung.com/works.html)
21:32:50	202736/202736	---M--	200	added ('OK')	image/jpeg	etag:%2297c2dbce7b8e53ac4173f08c4a5af6a5-ssl%22	https://wagtrung.com/img/work/brand%20(32).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(32).jpg	(from https://wagtrung.com/works.html)
21:32:51	422717/422717	---M--	200	added ('OK')	image/jpeg	etag:%22a8787204f819137ef6426bc19a500579-ssl%22	https://wagtrung.com/img/work/brand%20(33).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(33).jpg	(from https://wagtrung.com/works.html)
21:32:52	168809/168809	---M--	200	added ('OK')	image/jpeg	etag:%220252d4300538aac2ebec6d21166b121d-ssl%22	https://wagtrung.com/img/work/brand%20(34).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(34).jpg	(from https://wagtrung.com/works.html)
21:32:53	104364/104364	---M--	200	added ('OK')	image/jpeg	etag:%222b646b028a161e32b5766242fc97d162-ssl%22	https://wagtrung.com/img/work/brand%20(35).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(35).jpg	(from https://wagtrung.com/works.html)
21:32:54	282918/282918	---M--	200	added ('OK')	image/jpeg	etag:%2236bb108dc3e8c5bfc4d76e56f0e4eb77-ssl%22	https://wagtrung.com/img/work/brand%20(36).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(36).jpg	(from https://wagtrung.com/works.html)
21:32:55	58507/58507	---M--	200	added ('OK')	image/jpeg	etag:%223c6dc8964efd867087438682de4d0d40-ssl%22	https://wagtrung.com/img/work/brand%20(37).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(37).jpg	(from https://wagtrung.com/works.html)
21:32:56	60389/60389	---M--	200	added ('OK')	image/jpeg	etag:%22ebd0369b95c3f31eb0377540e4f467bd-ssl%22	https://wagtrung.com/img/work/brand%20(38).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(38).jpg	(from https://wagtrung.com/works.html)
21:32:57	117104/117104	---M--	200	added ('OK')	image/jpeg	etag:%22127572218040dd6081acf294663a3392-ssl%22	https://wagtrung.com/img/work/brand%20(39).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(39).jpg	(from https://wagtrung.com/works.html)
21:32:58	300413/300413	---M--	200	added ('OK')	image/jpeg	etag:%22cd2ef9f4835e8c8842dbe4e0fa9abbb9-ssl%22	https://wagtrung.com/img/work/brand%20(40).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(40).jpg	(from https://wagtrung.com/works.html)
21:33:00	634923/634923	---M--	200	added ('OK')	image/jpeg	etag:%2227c148864c2db24405beb668d7749b68-ssl%22	https://wagtrung.com/img/work/brand%20(41).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(41).jpg	(from https://wagtrung.com/works.html)
21:33:01	661746/661746	---M--	200	added ('OK')	image/jpeg	etag:%22f35b3f2266d9db5d1c09b12664db4f1d-ssl%22	https://wagtrung.com/img/work/brand%20(42).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(42).jpg	(from https://wagtrung.com/works.html)
21:33:02	124878/124878	---M--	200	added ('OK')	image/jpeg	etag:%22eebb8157e5a76f6c15d094804d373f36-ssl%22	https://wagtrung.com/img/work/brand%20(44).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(44).jpg	(from https://wagtrung.com/works.html)
21:33:02	564845/564845	---M--	200	added ('OK')	image/jpeg	etag:%225303d308afccca53fe58c931b37236cb-ssl%22	https://wagtrung.com/img/work/brand%20(43).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(43).jpg	(from https://wagtrung.com/works.html)
21:33:03	146677/146677	---M--	200	added ('OK')	image/jpeg	etag:%228e69bd2f1614968ba57fc693d89b8e74-ssl%22	https://wagtrung.com/img/work/brand%20(45).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(45).jpg	(from https://wagtrung.com/works.html)
21:33:04	102913/102913	---M--	200	added ('OK')	image/jpeg	etag:%2297c39dcff37a30a37b790ba951c92cda-ssl%22	https://wagtrung.com/img/work/brand%20(46).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(46).jpg	(from https://wagtrung.com/works.html)
21:33:06	471345/471345	---M--	200	added ('OK')	image/jpeg	etag:%223f4d7b013d1ce0b28a97579bf8c11dca-ssl%22	https://wagtrung.com/img/work/brand%20(47).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(47).jpg	(from https://wagtrung.com/works.html)
21:33:07	481805/481805	---M--	200	added ('OK')	image/jpeg	etag:%2266174872e3da912bb5402d96e7fc05f3-ssl%22	https://wagtrung.com/img/work/brand%20(48).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(48).jpg	(from https://wagtrung.com/works.html)
21:33:07	180810/180810	---M--	200	added ('OK')	image/jpeg	etag:%22a2d966d5bf9128105f3352bc75044262-ssl%22	https://wagtrung.com/img/work/brand%20(49).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(49).jpg	(from https://wagtrung.com/works.html)
21:33:09	188647/188647	---M--	200	added ('OK')	image/jpeg	etag:%22bc373b33f0d7fec3dff20b9198c52f4b-ssl%22	https://wagtrung.com/img/work/brand%20(51).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(51).jpg	(from https://wagtrung.com/works.html)
21:33:10	1080816/1080816	---M--	200	added ('OK')	image/jpeg	etag:%226f7e8e961852d1308e7a6567e2006171-ssl%22	https://wagtrung.com/img/work/brand%20(50).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(50).jpg	(from https://wagtrung.com/works.html)
21:33:11	432957/432957	---M--	200	added ('OK')	image/jpeg	etag:%223a4910a12b9ecabace922dc382253c6c-ssl%22	https://wagtrung.com/img/work/brand%20(52).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(52).jpg	(from https://wagtrung.com/works.html)
21:33:11	147315/147315	---M--	200	added ('OK')	image/jpeg	etag:%22c3d10a42f388ae7c5fa0dcd5182b1216-ssl%22	https://wagtrung.com/img/work/brand%20(53).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(53).jpg	(from https://wagtrung.com/works.html)
21:33:12	74116/74116	---M--	200	added ('OK')	image/jpeg	etag:%22a749e31ec5a9a5e918b2d8e90faa1815-ssl%22	https://wagtrung.com/img/work/brand%20(54).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(54).jpg	(from https://wagtrung.com/works.html)
21:33:13	205026/205026	---M--	200	added ('OK')	image/jpeg	etag:%22b641a20fb5363eeee752528583a8e6e3-ssl%22	https://wagtrung.com/img/work/brand%20(55).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(55).jpg	(from https://wagtrung.com/works.html)
21:33:15	241521/241521	---M--	200	added ('OK')	image/jpeg	etag:%22564329b9aa1a8d3f2b3e81a5abfc6af4-ssl%22	https://wagtrung.com/img/work/brand%20(57).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(57).jpg	(from https://wagtrung.com/works.html)
21:33:16	947728/947728	---M--	200	added ('OK')	image/jpeg	etag:%22d9177d3f67f386d510f4a809fa9b8964-ssl%22	https://wagtrung.com/img/work/brand%20(56).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(56).jpg	(from https://wagtrung.com/works.html)
21:33:17	444536/444536	---M--	200	added ('OK')	image/jpeg	etag:%2295dcaa05d15de28ae52a01a5e19c460e-ssl%22	https://wagtrung.com/img/work/brand%20(58).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(58).jpg	(from https://wagtrung.com/works.html)
21:33:17	120761/120761	---M--	200	added ('OK')	image/jpeg	etag:%22466d2010d38fb0c0d64cafa7fc4b568d-ssl%22	https://wagtrung.com/img/work/brand%20(59).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(59).jpg	(from https://wagtrung.com/works.html)
21:33:18	238815/238815	---M--	200	added ('OK')	image/jpeg	etag:%2287aff4f6b7c91714fd9dbc76a1c11b38-ssl%22	https://wagtrung.com/img/work/brand%20(60).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(60).jpg	(from https://wagtrung.com/works.html)
21:33:19	117065/117065	---M--	200	added ('OK')	image/jpeg	etag:%22acba93f09171da86fcd00a0a43619bf7-ssl%22	https://wagtrung.com/img/work/brand%20(61).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(61).jpg	(from https://wagtrung.com/works.html)
21:33:20	307620/307620	---M--	200	added ('OK')	image/jpeg	etag:%22199df64a85ace03bbe4f4d911999b4e7-ssl%22	https://wagtrung.com/img/work/brand%20(62).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(62).jpg	(from https://wagtrung.com/works.html)
21:33:21	237074/237074	---M--	200	added ('OK')	image/jpeg	etag:%228e49e0f4374f542d2edab3fc61a00952-ssl%22	https://wagtrung.com/img/work/brand%20(63).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(63).jpg	(from https://wagtrung.com/works.html)
21:33:23	47203/47203	---M--	200	added ('OK')	image/png	etag:%2281d41b84f58a858d9e57a4ddd314c453-ssl%22	https://wagtrung.com/img/work/brand%20(2).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(2).png	(from https://wagtrung.com/works.html)
21:33:25	1587027/1587027	---M--	200	added ('OK')	image/png	etag:%2259b411f52f9961be6419b54483c1b3df-ssl%22	https://wagtrung.com/img/work/brand%20(1).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(1).png	(from https://wagtrung.com/works.html)
21:33:31	724162/724162	---M--	200	added ('OK')	image/png	etag:%22988237810173442fdc8e25c49ae10b3f-ssl%22	https://wagtrung.com/img/work/design/de%20(1).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(1).png	(from https://wagtrung.com/works.html)
21:33:31	1608418/1608418	---M--	200	added ('OK')	image/png	etag:%2208291b5e76a9a8b204ef0d821fb6b717-ssl%22	https://wagtrung.com/img/work/brand%20(4).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(4).png	(from https://wagtrung.com/works.html)
21:33:33	1817342/1817342	---M--	200	added ('OK')	image/png	etag:%22c72015901341407f2e2dfdd0384b0d6a-ssl%22	https://wagtrung.com/img/work/ui/ui%20(1).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(1).png	(from https://wagtrung.com/works.html)
21:33:40	1215450/1215450	---M--	200	added ('OK')	image/png	etag:%22d311d35693ede6b2493498a2a7dbb993-ssl%22	https://wagtrung.com/img/work/ui/ui%20(2).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(2).png	(from https://wagtrung.com/works.html)
21:33:40	1603738/1603738	---M--	200	added ('OK')	image/jpeg	etag:%2270b465b5bd034f679baf8b2c9109ce3f-ssl%22	https://wagtrung.com/img/work/ui/ui%20(2).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(2).jpg	(from https://wagtrung.com/works.html)
21:33:41	4671086/4671086	---M--	200	added ('OK')	image/png	etag:%2226e2524d1e2c93a563de15980ccf05fe-ssl%22	https://wagtrung.com/img/work/brand%20(3).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(3).png	(from https://wagtrung.com/works.html)
21:33:44	1967373/1967373	---M--	200	added ('OK')	image/jpeg	etag:%222c6544e471126222ffade2eac6ded37a-ssl%22	https://wagtrung.com/img/work/ui/ui%20(3).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(3).jpg	(from https://wagtrung.com/works.html)
21:33:50	2057598/2057598	---M--	200	added ('OK')	image/jpeg	etag:%22a5e688593df38dbb86cd1699f1559bb4-ssl%22	https://wagtrung.com/img/work/ui/ui%20(4).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(4).jpg	(from https://wagtrung.com/works.html)
21:33:58	2967956/2967956	---M--	200	added ('OK')	image/png	etag:%225d6a689510f237a1ec269e9781072cb1-ssl%22	https://wagtrung.com/img/work/ui/ui%20(5).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(5).png	(from https://wagtrung.com/works.html)
21:33:59	5155218/5155218	---M--	200	added ('OK')	image/png	etag:%22fe6e040525c6044709924b68aa3ac12e-ssl%22	https://wagtrung.com/img/work/ui/ui%20(3).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(3).png	(from https://wagtrung.com/works.html)
21:34:00	3124450/3124450	---M--	200	added ('OK')	image/jpeg	etag:%22bce4ef201cac84a495256c6f7e0f601d-ssl%22	https://wagtrung.com/img/work/ui/ui%20(5).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(5).jpg	(from https://wagtrung.com/works.html)
21:34:12	3745540/3745540	---M--	200	added ('OK')	image/png	etag:%22116f7c62000dd952cba61999eb537884-ssl%22	https://wagtrung.com/img/work/ui/ui%20(6).png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(6).png	(from https://wagtrung.com/works.html)
21:34:13	2919227/2919227	---M--	200	added ('OK')	image/jpeg	etag:%22ae41bc0b4b111b81048ad8c3087812cd-ssl%22	https://wagtrung.com/img/work/ui/ui%20(6).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(6).jpg	(from https://wagtrung.com/works.html)
21:34:14	2877469/2877469	---M--	200	added ('OK')	image/jpeg	etag:%22baab56308bca43d606f17d9ce6eb42f1-ssl%22	https://wagtrung.com/img/work/ui/ui%20(7).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(7).jpg	(from https://wagtrung.com/works.html)
21:34:15	90494/90494	---M--	200	added ('OK')	image/jpeg	etag:%2243f25565293107595abc89bf6ffa26dc-ssl%22	https://wagtrung.com/img/work/design/de%20(18).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(18).jpg	(from https://wagtrung.com/works.html)
21:34:15	757605/757605	---M--	200	added ('OK')	image/jpeg	etag:%22e5aa23451b8b8d0fbc8b7888a7c868a5-ssl%22	https://wagtrung.com/img/work/design/de%20(19).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(19).jpg	(from https://wagtrung.com/works.html)
21:34:15	2747566/2747566	---M--	200	added ('OK')	image/jpeg	etag:%2262e2fba2214a3e0b0ffd8ce0a4a6f8c3-ssl%22	https://wagtrung.com/img/work/ui/ui%20(8).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(8).jpg	(from https://wagtrung.com/works.html)
21:34:18	947520/947520	---M--	200	added ('OK')	image/jpeg	etag:%22cd319d83c86fb08596a64037d078db90-ssl%22	https://wagtrung.com/img/work/design/de%20(17).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(17).jpg	(from https://wagtrung.com/works.html)
21:34:18	681002/681002	---M--	200	added ('OK')	image/jpeg	etag:%223553bdbe6b04482a1695d8fd67124caa-ssl%22	https://wagtrung.com/img/work/design/de%20(16).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(16).jpg	(from https://wagtrung.com/works.html)
21:34:19	242458/242458	---M--	200	added ('OK')	image/jpeg	etag:%22ef33ba1e958642108eb48934ebc514bc-ssl%22	https://wagtrung.com/img/work/design/de%20(14).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(14).jpg	(from https://wagtrung.com/works.html)
21:34:20	99627/99627	---M--	200	added ('OK')	image/jpeg	etag:%221b7d0419dd8ee1b65c1149f141da7d49-ssl%22	https://wagtrung.com/img/work/design/de%20(13).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(13).jpg	(from https://wagtrung.com/works.html)
21:34:20	1100917/1100917	---M--	200	added ('OK')	image/jpeg	etag:%22787a94973de7d4e5bbd2ac4179a81f15-ssl%22	https://wagtrung.com/img/work/design/de%20(15).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(15).jpg	(from https://wagtrung.com/works.html)
21:34:22	359763/359763	---M--	200	added ('OK')	image/jpeg	etag:%225b40c84278bd77a60c4f6f21bef1ef15-ssl%22	https://wagtrung.com/img/work/design/de%20(11).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(11).jpg	(from https://wagtrung.com/works.html)
21:34:23	964231/964231	---M--	200	added ('OK')	image/jpeg	etag:%2214dd307f9174ca20e305d51d32cd3c23-ssl%22	https://wagtrung.com/img/work/design/de%20(12).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(12).jpg	(from https://wagtrung.com/works.html)
21:34:24	271274/271274	---M--	200	added ('OK')	image/jpeg	etag:%22e6c18dbed50cd181ecf9b76959d61deb-ssl%22	https://wagtrung.com/img/work/design/de%20(4).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(4).jpg	(from https://wagtrung.com/works.html)
21:34:25	126378/126378	---M--	200	added ('OK')	image/jpeg	etag:%22e3d458878b9318a399c2205a60f09695-ssl%22	https://wagtrung.com/img/work/design/de%20(5).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(5).jpg	(from https://wagtrung.com/works.html)
21:34:25	926180/926180	---M--	200	added ('OK')	image/jpeg	etag:%222803b118eba1804ed5aafd867fee7a0a-ssl%22	https://wagtrung.com/img/work/design/de%20(2).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(2).jpg	(from https://wagtrung.com/works.html)
21:34:27	609570/609570	---M--	200	added ('OK')	image/jpeg	etag:%2230163d6e52ad93d5eb25ed5168869fb0-ssl%22	https://wagtrung.com/img/work/design/de%20(6).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(6).jpg	(from https://wagtrung.com/works.html)
21:34:28	610726/610726	---M--	200	added ('OK')	image/jpeg	etag:%2205218736412686d6ffec5ab6467f64d9-ssl%22	https://wagtrung.com/img/work/design/de%20(8).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(8).jpg	(from https://wagtrung.com/works.html)
